,epoch,train_loss,train_accuracy
0,1,1.0570767160617944,48.26190476190476
1,2,0.9525617108200536,64.42857142857143
2,3,0.8205680783950922,71.78571428571429
3,4,0.7057535260012655,77.33333333333333
4,5,0.6125550848065,80.26190476190476
5,6,0.5455242621176171,82.54761904761905
6,7,0.49217896298928693,83.54761904761905
7,8,0.4543797021562403,84.80952380952381
8,9,0.42943595214323566,85.26190476190476
9,10,0.40975665549437207,85.42857142857143
10,11,0.3912546503724474,85.88095238095238
11,12,0.36688589846546,87.23809523809524
12,13,0.3616759885441173,87.26190476190476
13,14,0.3427480294397383,87.80952380952381
14,15,0.3264092850414189,88.33333333333333
15,16,0.32177232747728174,88.07142857142857
16,17,0.3097901719086098,89.02380952380952
17,18,0.2967029335823926,89.69047619047619
18,19,0.28178578570033563,89.97619047619048
19,20,0.27966842010165704,90.26190476190476
20,21,0.2625497491522269,90.80952380952381
21,22,0.2502275524717389,91.23809523809524
22,23,0.23432864813190518,91.88095238095238
23,24,0.22211596855159962,92.66666666666667
24,25,0.21431229816693248,92.61904761904762
25,26,0.2055314282576243,92.9047619047619
26,27,0.18875356820045094,93.5952380952381
27,28,0.18706846011407446,93.5952380952381
28,29,0.17851990811301,93.64285714285714
29,30,0.1685207182485046,94.42857142857143
30,31,0.17482388087294318,94.16666666666667
31,32,0.1525474354398973,94.71428571428571
32,33,0.14915961461762586,94.78571428571429
33,34,0.13432038287547501,95.5
34,35,0.1404828421319976,95.33333333333333
35,36,0.14553422949305087,94.95238095238095
36,37,0.12870769242219854,95.64285714285714
37,38,0.11368057312387408,96.5
38,39,0.11859352412548932,95.9047619047619
39,40,0.11324260118558552,96.52380952380952
40,41,0.10348383444502499,96.64285714285714
41,42,0.10371692286747874,96.61904761904762
42,43,0.10324679854128396,96.69047619047619
43,44,0.10383294088145097,96.4047619047619
44,45,0.09277575146971327,96.97619047619048
45,46,0.08615053837385142,97.30952380952381
46,47,0.08353430266971841,97.21428571428571
47,48,0.08368364312319142,97.38095238095238
48,49,0.08263056575687545,97.33333333333333
49,50,0.09252411779016256,97.02380952380952
50,51,0.08191321812795871,97.57142857142857
51,52,0.07149469271076447,97.88095238095238
52,53,0.06817069232012286,97.97619047619048
53,54,0.07213455723655043,97.83333333333333
54,55,0.06908750864253803,97.88095238095238
55,56,0.0742288168350404,97.52380952380952
56,57,0.06580985978132847,98.02380952380952
57,58,0.06576771531818491,98.0952380952381
58,59,0.07086962997687585,97.95238095238095
59,60,0.059117971933587934,98.33333333333333
60,61,0.06025805050563632,98.21428571428571
61,62,0.06272563425767602,97.97619047619048
62,63,0.05282770695559906,98.42857142857143
63,64,0.06610447175405694,97.80952380952381
64,65,0.05602491328097654,98.33333333333333
65,66,0.05684327509141329,98.35714285714286
66,67,0.05694514611792384,98.26190476190476
67,68,0.04928553430363536,98.57142857142857
68,69,0.05782325596859058,98.19047619047619
69,70,0.056117597544057804,98.23809523809524
70,71,0.045858566924421626,98.52380952380952
71,72,0.053945216265591706,98.33333333333333
72,73,0.05694503517764987,98.16666666666667
73,74,0.05026684083383192,98.5
74,75,0.04921638127416372,98.61904761904762
75,76,0.044420819278016235,98.85714285714286
76,77,0.0427177654522838,98.95238095238095
77,78,0.044192849319766865,98.61904761904762
78,79,0.04292454703174757,98.69047619047619
79,80,0.045521561917143336,98.78571428571429
80,81,0.03962029439086715,98.9047619047619
81,82,0.04349950585288532,98.80952380952381
82,83,0.040981600054003524,98.78571428571429
83,84,0.035078511531041426,99.07142857142857
84,85,0.03493497239877329,99.0952380952381
85,86,0.03468080255146505,99.07142857142857
86,87,0.03838371593420478,99.02380952380952
87,88,0.03594732555476102,99.02380952380952
88,89,0.03121321857906878,99.23809523809524
89,90,0.05810288163466436,98.64285714285714
90,91,0.031528212504009855,99.19047619047619
91,92,0.03987255555605798,98.9047619047619
92,93,0.028862846923540488,99.19047619047619
93,94,0.02929677127747599,99.28571428571429
94,95,0.028707698058111197,99.33333333333333
95,96,0.03521225668461711,98.92857142857143
96,97,0.02713565514987391,99.35714285714286
97,98,0.024611650571001297,99.42857142857143
98,99,0.028220979334560758,99.4047619047619
99,100,0.023551197034645487,99.42857142857143
