,epoch,train_loss,train_accuracy
0,1,0.6217213194027091,73.0952380952381
1,2,0.37253239496865054,85.45238095238095
2,3,0.28256806161141756,89.66666666666667
3,4,0.23090819212974925,91.19047619047619
4,5,0.20849414454829512,92.5
5,6,0.15836724729248972,93.76190476190476
6,7,0.15066926878397213,94.71428571428571
7,8,0.1299212409155161,95.21428571428571
8,9,0.10868593381548469,95.73809523809524
9,10,0.09945958139106745,96.35714285714286
10,11,0.10074263195168566,96.23809523809524
11,12,0.07090707470408895,97.4047619047619
12,13,0.0786961894888064,96.69047619047619
13,14,0.07432184356730431,97.5952380952381
14,15,0.06608901730082421,98.04761904761905
15,16,0.05757153047262832,98.0952380952381
16,17,0.06495408811535912,97.64285714285714
17,18,0.05847660710886968,97.85714285714286
18,19,0.03860749733884762,98.76190476190476
19,20,0.0418383446416225,98.47619047619048
20,21,0.03380833709635419,99.02380952380952
21,22,0.03050870743357915,99.0952380952381
22,23,0.022148129828344805,99.35714285714286
23,24,0.020612077757532737,99.4047619047619
24,25,0.02762903296035912,99.19047619047619
25,26,0.0158700895170279,99.52380952380952
26,27,0.03531715682126532,99.14285714285714
27,28,0.03913547607336306,98.80952380952381
28,29,0.013217222836718782,99.66666666666667
29,30,0.01707587162011557,99.57142857142857
30,31,0.01866576492510362,99.47619047619048
31,32,0.014164751186013525,99.52380952380952
32,33,0.009668053700200593,99.88095238095238
33,34,0.013718151267036746,99.5952380952381
34,35,0.021549422408993865,99.38095238095238
35,36,0.020426020711469886,99.47619047619048
36,37,0.00840429102964029,99.85714285714286
37,38,0.014057489554860777,99.69047619047619
38,39,0.014161773070747697,99.64285714285714
39,40,0.004189756742231442,99.97619047619048
40,41,0.0041289066716258685,99.95238095238095
41,42,0.00889119961180823,99.83333333333333
42,43,0.020792385339573782,99.52380952380952
43,44,0.005086475374782546,99.9047619047619
44,45,0.0031762779586697984,99.95238095238095
45,46,0.018794539965848813,99.52380952380952
46,47,0.01221573203491227,99.5952380952381
47,48,0.0074929556076037416,99.80952380952381
48,49,0.0051704620021734045,99.88095238095238
49,50,0.014477864781755752,99.73809523809524
50,51,0.006309316176791044,99.80952380952381
51,52,0.0034940592363317123,99.9047619047619
52,53,0.004476414155898524,99.88095238095238
53,54,0.009397552823429578,99.69047619047619
54,55,0.018470661492205127,99.66666666666667
55,56,0.07490951733669851,98.19047619047619
56,57,0.01675747859189869,99.5952380952381
57,58,0.030401563679774743,99.45238095238095
58,59,0.019187061047088002,99.42857142857143
59,60,0.015026568035506043,99.52380952380952
60,61,0.007530242915725632,99.73809523809524
61,62,0.004835717887489767,99.9047619047619
62,63,0.009466639000961688,99.78571428571429
63,64,0.005021001332131687,99.9047619047619
64,65,0.002200511532437028,100.0
65,66,0.003207769379183777,99.92857142857143
66,67,0.011228487491473172,99.69047619047619
67,68,0.003937746736372708,99.9047619047619
68,69,0.0016885553365379262,99.95238095238095
69,70,0.002258976739705593,99.97619047619048
70,71,0.0022514782245211377,99.92857142857143
71,72,0.004374301565610839,99.97619047619048
72,73,0.01443329647670246,99.71428571428571
73,74,0.0068574186440828,99.95238095238095
74,75,0.0009087337892637923,100.0
75,76,0.0021924081485132883,99.95238095238095
76,77,0.008007102685786032,99.83333333333333
77,78,0.0018122586689886784,100.0
78,79,0.0037890302302747095,99.97619047619048
79,80,0.02838422064809437,99.42857142857143
80,81,0.02996902265857154,99.30952380952381
81,82,0.006169629558192382,99.88095238095238
82,83,0.001107923439673014,100.0
83,84,0.005689393343207926,99.92857142857143
84,85,0.03138943265840873,99.42857142857143
85,86,0.0018905354487342815,100.0
86,87,0.0016389147147657984,100.0
87,88,0.00142985742108563,100.0
88,89,0.0057198297188623464,99.95238095238095
89,90,0.024197605841133434,99.5
90,91,0.0032555440516399826,99.97619047619048
91,92,0.0032132123292423344,99.92857142857143
92,93,0.0022801000874702972,99.95238095238095
93,94,0.005390942237488961,99.95238095238095
94,95,0.011256953754844179,99.71428571428571
95,96,0.0024744409559692335,99.97619047619048
96,97,0.002638165619084082,99.97619047619048
97,98,0.003521443523092757,99.97619047619048
98,99,0.006536530194573446,99.80952380952381
99,100,0.002202653545309934,99.97619047619048
