,epoch,train_loss,train_accuracy
0,1,0.4986318356611512,80.97619047619048
1,2,0.29661511562087317,89.97619047619048
2,3,0.2521379352406119,91.71428571428571
3,4,0.22809237151434927,91.80952380952381
4,5,0.20680775975977833,92.61904761904762
5,6,0.1985468011857434,93.04761904761905
6,7,0.19313291697339577,93.30952380952381
7,8,0.1940263489148382,93.07142857142857
8,9,0.18626830707106626,93.23809523809524
9,10,0.17050768768019747,93.88095238095238
10,11,0.17755690312972575,93.47619047619048
11,12,0.1775489171233141,93.61904761904762
12,13,0.1640948052659179,93.92857142857143
13,14,0.15736574891277336,94.76190476190476
14,15,0.15740210466989965,94.61904761904762
15,16,0.1647263024228089,94.23809523809524
16,17,0.15351083081667172,94.54761904761905
17,18,0.1538005524851156,94.4047619047619
18,19,0.14758772465089956,94.76190476190476
19,20,0.15090627961255837,94.54761904761905
20,21,0.15773979714140296,94.69047619047619
21,22,0.14567285452997594,94.5952380952381
22,23,0.13827232962869335,94.83333333333333
23,24,0.13690804293604963,95.21428571428571
24,25,0.13375138803244088,95.21428571428571
25,26,0.14087734698797716,94.85714285714286
26,27,0.1448532479504744,94.80952380952381
27,28,0.16229420699969385,94.57142857142857
28,29,0.13877744971294748,94.80952380952381
29,30,0.1341866048857231,95.16666666666667
30,31,0.1299250015396286,95.45238095238095
31,32,0.13665850770970187,95.0
32,33,0.1311135185092236,95.19047619047619
33,34,0.13984980694526297,94.71428571428571
34,35,0.1472128905694593,94.9047619047619
35,36,0.1326567791966778,95.26190476190476
36,37,0.13086526956634992,95.14285714285714
37,38,0.1307101629561547,95.19047619047619
38,39,0.12711686177433215,95.07142857142857
39,40,0.13661427848097502,94.76190476190476
40,41,0.12442419062735456,95.97619047619048
41,42,0.13199361286718736,95.35714285714286
42,43,0.13185960779700315,95.19047619047619
43,44,0.13406017488997543,95.11904761904762
44,45,0.1333238117777827,95.0952380952381
45,46,0.12807883981220197,95.5
46,47,0.1401800891158707,95.11904761904762
47,48,0.1310457859018987,95.23809523809524
48,49,0.12499624482271346,95.73809523809524
49,50,0.13210692148034772,95.14285714285714
50,51,0.12708203337917273,95.47619047619048
51,52,0.13122069211958937,94.78571428571429
52,53,0.1227863001580717,95.5
53,54,0.12983540703796528,95.07142857142857
54,55,0.12056182731281627,95.5952380952381
55,56,0.13694090633229775,95.02380952380952
56,57,0.12157765872578954,95.69047619047619
57,58,0.12343612144644739,95.33333333333333
58,59,0.12210001573531014,95.66666666666667
59,60,0.11595107595238721,95.76190476190476
60,61,0.1290761816287131,95.54761904761905
61,62,0.12126373700007345,95.47619047619048
62,63,0.1269674226641655,95.45238095238095
63,64,0.11341547067841572,95.97619047619048
64,65,0.11938185981390151,95.64285714285714
65,66,0.1218515256927772,95.57142857142857
66,67,0.11926077096017473,95.61904761904762
67,68,0.12003982603324181,95.71428571428571
68,69,0.12249736867449952,95.26190476190476
69,70,0.11797325280636098,95.47619047619048
70,71,0.1203173867596144,95.33333333333333
71,72,0.1210237226773505,95.28571428571429
72,73,0.11329049705598278,95.9047619047619
73,74,0.12107776106814995,95.92857142857143
74,75,0.13799417929046534,95.21428571428571
75,76,0.12585778515362603,95.52380952380952
76,77,0.12089168368556509,95.95238095238095
77,78,0.11599379382801778,95.76190476190476
78,79,0.12206206497538721,95.21428571428571
79,80,0.11542733686722138,95.76190476190476
80,81,0.11411613862340649,95.73809523809524
81,82,0.12094924752741601,95.69047619047619
82,83,0.11545438360366406,96.0952380952381
83,84,0.11036237887332612,96.26190476190476
84,85,0.11997066923614705,95.80952380952381
85,86,0.12406271511237278,95.42857142857143
86,87,0.11587959173784564,95.71428571428571
87,88,0.12124275318770246,95.52380952380952
88,89,0.126794166764188,95.11904761904762
89,90,0.12910253461450338,95.16666666666667
90,91,0.12091525747073871,95.69047619047619
91,92,0.10928110269632077,95.92857142857143
92,93,0.10984349851214299,95.61904761904762
93,94,0.11332614853216166,95.69047619047619
94,95,0.12189034921484011,95.21428571428571
95,96,0.11660145368483482,95.69047619047619
96,97,0.11450346111969063,95.80952380952381
97,98,0.12123898306692188,95.54761904761905
98,99,0.10890203256470461,96.14285714285714
99,100,0.11791351094672625,95.54761904761905
